hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Shauna-Bienvenu-MD-joins-Abbeville-General,200,0,0,0,0,2,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Outpatient-Surgery,200,0,0,0,0,1,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/New-Patient-Access-Registration-Areas,200,0,0,0,0,4,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/a-hrefresourcesHospital-Quality-and-Patient-Safety2015-Joint-Commission-Top-Performera,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Surgical-Services,200,0,0,0,0,5,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/2015-Sales-Tax-Bond-Issue,200,0,0,0,0,15,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Abbeville-General-Earns-Quality-Respiratory-Care-Recognition-in-National-Program,200,0,0,0,0,5,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Virtual-Nursery,200,0,0,0,0,5,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/employee-login,200,0,0,0,0,3,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Partial-Program,200,0,0,0,0,2,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Abbeville-General-Earns-ACR-Accreditation-for-MRI,200,0,0,0,0,9,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Food--Nutrition-Services,200,0,0,0,0,16,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Privacy-Practices,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/2012-Equipment-Acquisitions--Plant-Improvements,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Medicaid-Application-Centers-at-Abbeville-General,200,0,0,0,0,1,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Parking-Lot-Improvements,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/2016-Medical-Staff-Officers-Appointed,200,0,0,0,0,1,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Abbeville-General-Participates-in-the-HEN-20-Project-through-LHA,200,0,0,0,0,9,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Abbeville-General-Nominated-Best-Place-to-Have-A-Baby-We-need-your-vote,200,0,0,0,0,1,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Interventional-Pain-Therapy,200,0,0,0,0,5,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/LaboratoryPathology,200,0,0,0,0,7,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/a-hrefImagesInteriornewseventsfit_4_life_brochurepdf-title34Fit-4-Life-Vermilion-Support-Group34Fit-4-Life-Vermilion-Support-Groupa,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Labor--Delivery-Newborn-Nursery,200,0,0,0,0,42,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services?Sort=name&Order1=,200,0,0,0,0,23,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/Login.asp,200,0,0,0,0,3,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Abbeville-General-Awarded-another-34A34,200,0,0,0,0,22,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Facility-based-Physician-Groups,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Smoke-Free-Tobacco-Free-as-of-May-1-2016,200,0,0,0,0,8,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Patient-Satisfaction,200,0,0,0,0,16,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/New-Rural-Health-Clinic-Under-Construction-in-Erath,200,0,0,0,0,6,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/career-opportunities/Med-Surg-RN,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/a-hrefresourcesHospital-Quality-and-Patient-Safety2014-Joint-Commission-Top-Performera,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Dr-Maria-Fontanez-joins-the-Abbeville-General-Team,200,0,0,0,0,3,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/50th-Anniversary---State-of-the-Hospital---26-Feb-2016,200,0,0,0,0,71,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/2014-Equipment-Acquisitions--Plant-Improvements,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081,200,0,0,0,0,44,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/find-a-doctor,200,0,0,0,0,4,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/a-hreffind-a-doctorFacility-based-Providersa,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Sleep-Center-at-Abbeville-General,200,0,0,0,0,9,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Levy-Cancer-Foundation,200,0,0,0,0,7,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Dr-Jason-Morvant-General-Surgeon-comes-to-ErathDelcambre-Community-Care-Clinic-in-June,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Telemedicine,200,0,0,0,0,2,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources?Sort=name&Order1=,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/career-opportunities?Sort=category&Order1=,200,0,0,0,0,9,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Volunteer-Services,200,0,0,0,0,24,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/career-opportunities/Ultrasound-Tech,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Rural-Health-Clinics,200,0,0,0,0,1,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/AGH-Clinic-to-begin-opening-on-Saturdays-7-12-on-June-17th,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/BMC-New-Construction,200,0,0,0,0,4,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Specialty-Physician-Clinic,200,0,0,0,0,4,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Health-Plans,200,0,0,0,0,0,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/services/Diagnostic-Imaging--Radiology,200,0,0,0,0,12,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Orthopedic-Emergency-Call-and-Availability-Services-Return-to-Abbeville-General-247,200,0,0,0,0,3,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/resources/Hospital-Charges--Transparency,200,0,0,0,0,19,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/CatSubCat/CatSubCatDisplay.asp?p1=915&p2=Y&p7=0&p8=14086&p9=CSC2,200,0,0,0,0,18,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/AboutUs.asp,200,0,0,0,0,10,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/career-opportunities,200,0,0,0,0,9,,,,
Abbeville General Hospital,http://www.abbgen.net,http://www.abbgen.net/news-and-events-14081/Hospital-Engagement-Network-Award,200,0,0,0,0,6,,,,
