hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/detail/?eventId=27d120c4-1d1e-e711-9d2a-2c768a4e1b84,200,0,0,0,0,24,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/hiring-process/,200,0,0,0,0,22,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/volunteer/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/programs-support/navigators/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-visitors/rights-responsibilities/privacy-notice/,200,0,0,0,0,88,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/telemedicine/,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/care/knee/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/scheduling-a-test/laboratory-hours-of-operation/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/employee-benefits/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=7ca02678-5b37-df11-87ae-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/we-treat/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=c18dfa34-d566-e511-9c25-2c768a4e1b84,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/rheumatology-division/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/app/files/public/4446/RadiologyOrderingGuidelines.pdf,200,0,0,0,0,0,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=E,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/clinical-trials/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/,200,0,0,0,0,32,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/treatments/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/infectious-diseases/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/2017/abington-hospital-jefferson-health-honored--with-mission-lifeline/,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/what-to-support/,200,0,0,0,0,56,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=K,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/patient-stories/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/recipes/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=4496c8f1-af7c-e011-83da-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/resident-training-programs/dentistry/,200,0,0,0,0,25,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=P,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/stroke/,200,0,0,0,0,28,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=eb6856e9-6507-de11-9b17-001372679326,200,0,0,0,0,5,,,,
