hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Medicine-Ball/,200,0,0,0,0,14,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Nursing/Research/,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Heparin-in-pregnancy/,200,0,0,0,0,17,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinPROPHY, SQ_adjust 2.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/What-Dr-Jason-Reed-really-learned-from-biology/,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinTHERA, SQ_female initiate.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/,200,0,0,0,0,47,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/An-enthusiastic-supporter-gives-from-the-heart/,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Medical-Weight-Loss-Program/Programs/Kids-Teens-program/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/About-the-Foundation/Board-of-Directors/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinTHERA, SQ_male initiate.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Hospital-overview/,200,0,0,0,0,60,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Orthopaedic-Institute/,200,0,0,0,0,14,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/In-gratitude-for-a-life-saved/,200,0,0,0,0,17,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Treatment/,200,0,0,0,0,7,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/Food-and-accommodations/,200,0,0,0,0,29,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/In-the-community/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-options/Tribute-or-memorial-giving/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Grief-gratitude-and-giving-A-young-familys-legacy/,200,0,0,0,0,28,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Cancer-Survivorship-Care-Plan/,200,0,0,0,0,17,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=N,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Care-team/,200,0,0,0,0,6,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Clinical-Council/,200,0,0,0,0,14,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Hospital-overview/Frequently-asked-questions/,200,0,0,0,0,16,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Heparin-unfractionated/,200,0,0,0,0,26,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/Send-a-gift/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/A-champion-for-breast-care-reflects-on-philanthropy/,200,0,0,0,0,27,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Physicians/,200,0,0,0,0,8,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Volunteer/Adult-volunteers/,200,0,0,0,0,8,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/HIV-AIDS/,200,0,0,0,0,5,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinTHERA, SQ_adjust 1.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/Information-for-family-members-of-patients-having-surgery/,200,0,0,0,0,29,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=J,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=K,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=H,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=I,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/In-the-community/Community-partnerships/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Volunteer/Junior-volunteers/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=L,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=M,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=B,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=C,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=A,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=F,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=G,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/Laser-services/TransOne/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=E,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Services/Low-cost-mammography/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=D,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Volunteer/Weekly-college-program/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=R,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=S,4,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=P,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=V,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=W,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=T,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=U,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Unique-funding-opportunity-supports-spiritual-healing/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Nursing/,200,0,0,0,0,28,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/Visiting-us/,200,0,0,0,0,59,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/In-the-community/Public-safety/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Contact-us/,200,0,0,0,0,8,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-options/,200,0,0,0,0,15,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/Laser-services/Frequently-asked-questions/,200,0,0,0,0,17,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Contact-us/,200,0,0,0,0,9,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Hospital-overview/Awards-and-ratings/,200,0,0,0,0,24,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/,200,0,0,0,0,29,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Services/Integrative-therapies/,200,0,0,0,0,5,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/SQ injection.doc,1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/Surgery-checklist/,200,0,0,0,0,8,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Rod-and-Barbara-Burwell-Inspire-others-to-give/,200,0,0,0,0,23,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/International-patient-services/,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Remembering-Virginia-Piper-and-celebrating-a-milestone/,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Careers/Pharmacy-residency-program/PGY1-Pharmacy-Practice-Residency-ASHP-accredited/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Spine-Institute/,200,0,0,0,0,17,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Penny-George-Institute-for-Health-and-Healing/,200,0,0,0,0,13,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/High-Risk-Program-for-breast-cancer/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/CareNotes Enoxaparin.doc,1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/?alpha=O,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Services/Molecular-breast-imaging/,200,0,0,0,0,18,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Careers/Pharmacy-residency-program/,200,0,0,0,0,14,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Volunteer/,200,0,0,0,0,11,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/Getting-here/,200,0,0,0,0,14,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/About-the-Foundation/Staff/,200,0,0,0,0,47,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinTHERA, SQ_adjust 2.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Current-needs/,200,0,0,0,0,18,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Retired-nurse-gives-back-to-leave-a-legacy/,200,0,0,0,0,13,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/In-the-community/About-Phillips-Community/,200,0,0,0,0,18,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Contact-us/Email-us/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Surgical-services/After-surgery/,200,0,0,0,0,20,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Leadership-team/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Carol-Huttners-passion-for-advancing-the-nursing-practice/,200,0,0,0,0,21,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/Patient-care-concerns/,200,0,0,0,0,13,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,"https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/enoxaparinTHERA, SQ_adjust 3.xls",1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Dr-Abbotts-99-year-old-grandaughter-creates-a-legacy-of-her-own/,200,0,0,0,0,13,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Volunteer/Health-Care-Serve-Learn-Experience/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/WomenCare/,200,0,0,0,0,9,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/John-Nasseff-Neuroscience-Institute/,200,0,0,0,0,40,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Ambulatory-Surgery-Center/,200,0,0,0,0,7,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Years-of-worry-end-in-one-ED-visit/,200,0,0,0,0,23,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Through-scholarships-a-nurses-dedication-lives-on/,200,0,0,0,0,23,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/Medication-protocols/Enoxaparin/\uploadedfiles\Content\Business_units\Abbott_Northwestern_Hospital\For_health_care_professionals\Physicians\Medication_Protocols/LMW Monitoring Flow Sheet.xls,1,0,0,0,0,0,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Countless-acts-of-kindness-help-save-a-life/,200,0,0,0,0,15,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/About-the-Foundation/Publications/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/Golf-with-a-purpose-Posing-FORE-Pink/,200,0,0,0,0,19,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/About-the-Foundation/,200,0,0,0,0,15,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Foundation/Giving-stories/More-giving-stories/,200,0,0,0,0,29,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Careers/,200,0,0,0,0,10,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/About-us/Newsroom/,200,0,0,0,0,47,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Services/Virginia-Piper-Cancer-Institute/Programs-and-services/Piper-Breast-Center/Subscribe-to-Communique/,200,0,0,0,0,4,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/For-medical-professionals/One-Call/,200,0,0,0,0,12,,,,
Abbott Northwestern Hospital,http://www.abbottnorthwestern.com,https://www.allinahealth.org/Abbott-Northwestern-Hospital/Patient-and-visitor-information/Spiritual-care/,200,0,0,0,0,44,,,,
