hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/termsandconditions.aspx,200,0,0,0,0,107,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/patientrightsandresponsibilities.aspx,200,0,0,0,0,34,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/healthandwellnessservices.aspx,200,0,0,0,0,5,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/strokeservices.aspx,200,0,0,0,0,10,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/Events.aspx?calendar=y,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/newsletter.aspx,200,0,0,0,0,2,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/contact-us.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/click.aspx?url=/Abilene-Regional-Medical-Center/services/abilene-regional-medical-center-the-30minutesorles-1623.aspx,404,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/rehabilitation.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://abileneregional.healthnewsforme.com,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/notice-of-non-discrimination.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/phonedirectory.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/diversity1.aspx,200,0,0,0,0,5,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/patientsandcaregivers.aspx,200,0,0,0,0,5,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/mission-statement.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com,200,0,0,0,0,6,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/insert-prefix-here-.aspx?srcaud=Abilene-Regional-Medical-Center,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/hospital-sites-hospital-fact-sheet.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/click.aspx?url=/Abilene-Regional-Medical-Center/MyHealthHomePatientPortal.aspx?section=home,404,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/cardiaccare.aspx,200,0,0,0,0,13,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/expresstestabilene.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/FindADoctor.aspx?atoz=1,200,0,0,0,0,2,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/volunteering.aspx,200,0,0,0,0,27,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/aboutus.aspx,200,0,0,0,0,9,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/services/abilene-regional-medical-center-heartaware-risk-as-2751.aspx,200,0,0,0,0,4,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/giftshopandcafeteria.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/awardsandaccreditations.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/disclaimer.aspx,200,0,0,0,0,2,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/patient-resources.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/healthy-woman-events-gallery.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/Community.aspx,200,0,0,0,0,4,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/jointcommissionspublicnotice.aspx,200,0,0,0,0,15,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/earnoseandthroatclinic.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/press1/theres-still-time-to-sign-up-for-health-insurance-819.aspx,200,0,0,0,0,12,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/press1/breast-health-9269.aspx,200,0,0,0,0,12,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/hospital-sites---events-calendar.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/press1/jenna-bush-hager-to-speak-at-healthy-woman-6th-ann-818.aspx,200,0,0,0,0,14,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/seniorcircle.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/TermsandConditions.aspx,200,0,0,0,0,107,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/contactus.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/click.aspx?url=/Abilene-Regional-Medical-Center/RoboticSurgeryLanding.aspx,404,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/services.aspx,200,0,0,0,0,4,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/online-services1.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/community.aspx,200,0,0,0,0,4,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/press1.aspx,200,0,0,0,0,12,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/visitors.aspx,200,0,0,0,0,10,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/visitingpolicyandhours.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/healthywomanevents.aspx,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/volunteers.aspx,200,0,0,0,0,27,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/WomensHealth.aspx,200,0,0,0,0,11,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/privacypolicystandard.aspx,200,0,0,0,0,57,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/sponsorshiprequests.aspx,200,0,0,0,0,10,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/emergencydepartment.aspx,200,0,0,0,0,5,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/Abilene-Regional-Medical-Center/press1.aspx,200,0,0,0,0,12,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/signup,200,0,0,0,0,1,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/hospitalist.aspx,200,0,0,0,0,17,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/hospital-sites---notice-of-privacy-practices.aspx,200,0,0,0,0,133,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/patientsfirst.aspx,200,0,0,0,0,3,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/admissions.aspx,200,0,0,0,0,4,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/surgicalservices.aspx,200,0,0,0,0,9,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/campusmapandamenities.aspx,200,0,0,0,0,7,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/womenshealth.aspx,200,0,0,0,0,11,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/abilene-regional-medical-center/employment.aspx,200,0,0,0,0,8,,,,
Abilene Regional Medical Center,http://www.abileneregional.com,http://www.abileneregional.com/click.aspx?url=/Abilene-Regional-Medical-Center/campaigns/373.aspx,404,0,0,0,0,3,,,,
